Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/4/2011 23:00,9/4/2011 23:10,0.508,0.17,37.17
Treatment 2,9/5/2011 20:35,9/10/2011 16:55,9/8/2011 17:45,141.12,116.72,10.265,290,116.33,69.17,0.119,53.58,0.44656,0.53994,9/5/2011 11:10,9/9/2011 10:50,261.366,89.42,12
Treatment 2,9/11/2011 21:10,9/12/2011 5:15,9/11/2011 22:20,2.81,2.19,0.418,11.8,8.08,1.17,0.286,28.17,0.1956,0.25141,9/11/2011 19:50,9/11/2011 20:30,11.176,0.67,48.25
Treatment 2,9/14/2011 15:05,9/16/2011 1:30,9/14/2011 20:25,12.17,6.25,0.708,20,34.42,5.33,0.106,57.75,0.35161,0.6847,9/14/2011 17:55,9/15/2011 15:30,17.78,4.92,60
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/17/2011 7:30,9/17/2011 9:05,0.508,1.58,40
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/21/2011 17:20,9/22/2011 1:05,1.016,7.75,32.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/23/2011 7:55,9/23/2011 15:35,29.464,7.67,30.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/28/2011 5:55,9/28/2011 9:55,3.81,4,25.92
Treatment 2,9/28/2011 17:20,9/28/2011 21:55,9/28/2011 18:10,0.45,0.28,0.03,0.86,4.58,0.83,0.029,303.75,0.12277,0.1977,9/28/2011 18:45,9/28/2011 23:55,2.286,5.17,8.83
Treatment 2,10/1/2011 14:30,10/2/2011 9:35,10/2/2011 1:20,4.62,3.47,0.223,6.3,19.08,10.83,0.016,64.5,0.09893,0.13177,10/1/2011 8:35,10/2/2011 21:20,35.052,27.17,56.67
Treatment 2,10/13/2011 8:30,10/13/2011 10:25,10/13/2011 9:10,0.14,0.07,0.022,0.62,1.92,0.67,0.026,262.83,0.00541,0.0107,10/12/2011 10:55,10/13/2011 8:00,13.462,21.08,7.42
Treatment 2,10/13/2011 17:45,10/16/2011 18:05,10/13/2011 18:15,19.72,9.19,0.949,26.8,72.33,0.5,1.518,7.25,0.13969,0.29979,10/13/2011 16:00,10/14/2011 11:00,65.786,11.25,8
Treatment 2,10/19/2011 5:15,10/19/2011 9:40,10/19/2011 7:00,0.43,0.19,0.03,0.86,4.42,1.75,0.014,59.08,0.00816,0.0179,10/19/2011 1:20,10/19/2011 21:15,23.876,13.58,110.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/27/2011 2:00,10/27/2011 15:10,5.588,13.17,12.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/28/2011 19:15,10/29/2011 18:55,11.938,23.67,28.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/10/2011 10:00,11/10/2011 13:20,1.778,3.33,262
Treatment 2,11/16/2011 2:40,11/16/2011 23:10,11/16/2011 13:25,2.03,0.7,0.047,1.32,20.5,10.75,0.003,38.25,0.03757,0.10961,11/15/2011 22:50,11/16/2011 21:40,18.542,22.83,129.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/20/2011 19:10,11/21/2011 1:25,3.556,6.25,93.5
Treatment 2,11/22/2011 13:05,11/23/2011 16:50,11/23/2011 4:05,9.3,5.69,0.365,10.3,27.75,15,0.019,133.83,0.13649,0.22332,11/21/2011 15:55,11/23/2011 8:00,41.656,40.08,14.5
Treatment 2,11/29/2011 11:30,11/29/2011 19:45,11/29/2011 13:10,1.46,0.88,0.079,2.24,8.25,1.67,0.038,138.58,0.05656,0.09432,11/29/2011 2:40,11/29/2011 13:15,15.494,10.58,131.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/6/2011 1:35,12/6/2011 19:00,8.382,17.42,156.33
Treatment 2,12/7/2011 7:10,12/8/2011 17:40,12/7/2011 20:25,21.95,17.45,1.465,41.4,34.5,13.25,0.088,179.33,0.37548,0.47223,12/7/2011 5:00,12/7/2011 22:45,46.482,17.75,10
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/21/2011 12:15,12/21/2011 16:10,3.048,3.92,140.92
Treatment 2,12/22/2011 22:15,12/23/2011 12:15,12/23/2011 3:30,10.02,8.31,0.931,26.3,14,5.25,0.142,340.5,0.2255,0.27197,12/22/2011 15:05,12/23/2011 3:20,36.83,12.25,22.92
Treatment 2,12/27/2011 8:30,12/27/2011 23:05,12/27/2011 16:00,2.35,1.26,0.141,3.99,14.58,7.5,0.015,92.17,0.07283,0.13606,12/27/2011 9:25,12/27/2011 18:45,17.272,9.33,75.33
Treatment 2,1/11/2012 23:45,1/12/2012 12:00,1/12/2012 5:10,1.95,1.22,0.072,2.02,12.25,5.42,0.011,360.58,0.0499,0.07998,1/11/2012 11:55,1/12/2012 4:55,24.384,17,235
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/13/2012 1:35,1/13/2012 4:55,4.572,3.33,20.67
Treatment 2,1/27/2012 8:10,1/27/2012 10:00,1/27/2012 8:45,0.19,0.11,0.032,0.91,1.83,0.58,0.044,334.42,0.01833,0.03183,1/27/2012 6:20,1/27/2012 7:25,5.842,1.08,11.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/14/2012 8:45,2/14/2012 9:10,0.508,0.42,184.92
Treatment 2,3/3/2012 0:00,3/3/2012 14:45,3/3/2012 1:10,1.17,0.56,0.032,0.91,14.75,1.17,0.022,15,0.04243,0.08875,3/2/2012 15:20,3/3/2012 7:15,13.208,15.92,273.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/9/2012 0:10,3/9/2012 0:45,0.762,0.58,136.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/15/2012 17:05,3/15/2012 17:15,0.762,0.17,146.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/19/2012 22:05,3/20/2012 1:40,11.43,3.58,100.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/24/2012 9:30,3/25/2012 3:00,15.494,17.5,103.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/1/2012 20:00,4/2/2012 1:10,4.064,5.17,101.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/4/2012 2:00,4/4/2012 5:55,1.016,3.92,48.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/5/2012 13:50,4/5/2012 14:00,0.508,0.17,31.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/18/2012 7:05,4/18/2012 21:25,8.636,14.33,305.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/21/2012 17:00,4/21/2012 17:55,5.08,0.92,67.58
Treatment 2,4/22/2012 18:40,4/23/2012 0:00,4/22/2012 20:05,0.35,0.22,0.019,0.55,5.33,1.42,0.011,803.58,0.00603,0.00985,4/22/2012 8:50,4/23/2012 11:25,35.814,26.58,14.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/28/2012 15:30,4/29/2012 0:30,7.874,9,124.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/1/2012 3:15,5/1/2012 4:25,1.778,1.17,50.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/2/2012 2:15,5/2/2012 2:25,9.398,0.17,21.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/3/2012 20:25,5/3/2012 21:40,13.97,1.25,42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/8/2012 10:50,5/9/2012 1:55,9.906,15.08,109.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/9/2012 15:15,5/9/2012 21:10,12.7,5.92,13.33
Treatment 2,5/15/2012 4:35,5/15/2012 9:15,5/15/2012 5:35,0.58,0.38,0.072,2.02,4.67,1,0.057,16,0.00888,0.0135,5/14/2012 4:55,5/15/2012 7:35,43.18,26.67,103.75
Treatment 2,5/21/2012 9:00,5/21/2012 10:50,5/21/2012 9:10,0.16,0.11,0.037,1.04,1.83,0.17,0.173,143.67,0.00658,0.00932,5/20/2012 22:40,5/21/2012 17:05,17.018,18.42,135.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/23/2012 11:45,5/23/2012 17:35,29.972,5.83,29.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/24/2012 18:05,5/24/2012 20:05,1.524,2,24.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/27/2012 18:35,5/27/2012 20:50,9.144,2.25,70.5
Treatment 2,5/29/2012 18:40,5/30/2012 0:00,5/29/2012 19:30,0.59,0.44,0.079,2.24,5.33,0.83,0.076,199.75,0.0201,0.02649,5/29/2012 16:55,5/29/2012 22:10,22.098,5.25,44.08
Treatment 2,6/1/2012 14:10,6/2/2012 10:25,6/1/2012 17:15,17.87,15.85,1.756,49.6,20.25,3.08,0.456,62.08,0.24464,0.27592,6/1/2012 11:45,6/1/2012 20:25,64.77,8.67,61.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/7/2012 14:25,6/7/2012 14:55,4.064,0.5,131.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/12/2012 3:00,6/12/2012 14:05,9.398,11.08,108.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/12/2012 20:35,6/12/2012 20:45,0.508,0.17,6.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2012 4:25,6/18/2012 10:25,2.794,6,127.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/22/2012 16:35,6/22/2012 18:15,3.556,1.67,102.17
Treatment 2,6/29/2012 22:20,6/30/2012 1:25,6/30/2012 0:10,0.12,0.08,0.016,0.44,3.08,1.83,0.007,659.83,0.00382,0.0056,6/29/2012 20:30,6/29/2012 22:15,21.844,1.75,156.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/1/2012 23:45,7/2/2012 1:45,1.016,2,42.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/3/2012 19:20,7/3/2012 19:25,0.508,0.08,41.58
Treatment 2,7/9/2012 2:50,7/9/2012 14:00,7/9/2012 4:10,13.93,13.01,1.993,56.3,11.17,1.33,1.199,217.33,0.21172,0.22669,7/9/2012 0:20,7/9/2012 6:55,61.468,6.58,124.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/14/2012 3:15,7/14/2012 7:00,10.922,3.75,116.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/15/2012 22:40,7/15/2012 23:15,0.508,0.58,6.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/19/2012 3:40,7/19/2012 4:00,0.508,0.33,76.42
Treatment 2,7/19/2012 20:30,7/20/2012 7:35,7/19/2012 21:35,7.31,6.52,0.98,27.7,11.08,1.08,0.726,223.83,0.17836,0.19981,7/19/2012 19:15,7/20/2012 0:25,36.576,5.17,15.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/20/2012 22:05,7/21/2012 18:35,11.43,20.5,11.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/22/2012 12:40,7/22/2012 12:45,0.508,0.08,18.08
Treatment 2,7/24/2012 16:40,7/24/2012 23:10,7/24/2012 17:10,2.39,2.07,0.407,11.5,6.5,0.5,0.651,84.08,1.16594,1.34479,7/24/2012 9:40,7/24/2012 15:40,1.778,6,44.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/26/2012 19:35,7/26/2012 19:40,0.508,0.08,51.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/31/2012 15:10,7/31/2012 23:25,9.144,8.25,115.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/5/2012 14:10,8/5/2012 18:35,2.032,4.42,100.75
Treatment 2,8/8/2012 7:40,8/8/2012 11:05,8/8/2012 8:40,0.33,0.27,0.087,2.46,3.42,1,0.07,344.42,0.05695,0.0681,8/8/2012 6:15,8/8/2012 6:50,4.826,0.58,59.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/8/2012 16:35,8/8/2012 17:10,6.35,0.58,9.75
Treatment 2,8/9/2012 19:05,8/10/2012 13:20,8/9/2012 20:35,10.26,9.04,0.846,23.9,18.25,1.5,0.451,31.92,0.1183,0.13421,8/9/2012 17:10,8/10/2012 7:40,76.454,6.58,24
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/11/2012 0:50,8/11/2012 2:15,2.032,1.42,17.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/14/2012 4:15,8/14/2012 6:15,7.62,2,74
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/17/2012 20:35,8/18/2012 2:15,1.27,5.67,86.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/19/2012 12:25,8/19/2012 15:45,18.288,3.33,34.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/19/2012 23:15,8/20/2012 0:50,4.572,1.58,7.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/20/2012 16:50,8/20/2012 17:40,16.51,0.83,16
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/22/2012 18:35,8/22/2012 18:55,1.016,0.33,48.92
Treatment 2,8/26/2012 13:40,8/26/2012 19:20,8/26/2012 14:30,1.27,1.12,0.322,9.11,5.67,0.83,0.311,384.25,0.04129,0.04656,8/26/2012 8:05,8/26/2012 16:35,27.178,8.5,85.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/28/2012 4:10,8/28/2012 5:35,2.54,1.42,35.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/2/2012 13:55,9/2/2012 14:50,1.27,0.92,128.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/4/2012 0:35,9/4/2012 1:05,0.762,0.5,33.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/8/2012 14:30,9/8/2012 15:15,12.7,0.75,53.5
Treatment 2,9/18/2012 13:50,9/19/2012 0:35,9/18/2012 14:40,1.65,1.34,0.215,6.08,10.75,0.83,0.207,546.42,0.02485,0.03043,9/17/2012 22:35,9/18/2012 22:00,54.102,23.42,223.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/26/2012 2:05,9/26/2012 3:30,10.414,1.42,80.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/27/2012 18:50,9/28/2012 4:00,19.558,9.17,20.08
Treatment 2,10/2/2012 5:45,10/2/2012 21:20,10/2/2012 10:05,18.05,16.76,1.858,52.5,15.58,4.33,0.343,317.08,0.24626,0.26515,10/2/2012 1:50,10/3/2012 4:40,68.072,20.25,93.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/7/2012 6:00,10/7/2012 10:20,1.778,4.33,71.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/9/2012 0:05,10/9/2012 1:50,0.762,1.75,29.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/10/2012 2:00,10/10/2012 2:40,0.762,0.67,24.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/15/2012 10:55,10/15/2012 17:30,17.526,6.58,128.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/18/2012 19:05,10/19/2012 6:50,17.78,11.75,73.58
Treatment 2,10/29/2012 2:45,10/31/2012 0:15,10/29/2012 20:25,104.71,83.12,3.002,84.8,45.5,17.67,0.136,240.25,0.40103,0.50521,10/28/2012 18:20,10/30/2012 19:35,207.264,49.25,227.5
Treatment 2,11/13/2012 6:20,11/13/2012 11:20,11/13/2012 7:50,0.46,0.28,0.034,0.97,5,1.5,0.018,318,0.0101,0.01683,11/12/2012 22:20,11/13/2012 7:25,27.432,9.08,314.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/27/2012 3:05,11/27/2012 9:15,6.35,6.17,331.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/7/2012 5:15,12/7/2012 8:10,2.54,2.92,236
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/9/2012 5:00,12/9/2012 20:15,9.652,15.25,44.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/11/2012 1:50,12/11/2012 2:25,0.762,0.58,22.75
Treatment 2,12/20/2012 23:35,12/21/2012 8:25,12/21/2012 3:05,0.87,0.63,0.049,1.39,8.83,3.5,0.011,900.17,0.02066,0.0284,12/20/2012 17:00,12/21/2012 1:40,30.734,8.67,52.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/24/2012 13:35,12/24/2012 13:40,0.508,0.08,83.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/25/2012 9:10,12/25/2012 10:35,11.176,1.42,19.5
Treatment 2,12/26/2012 13:40,12/27/2012 9:15,12/26/2012 19:10,11.69,9.37,0.588,16.6,19.58,5.5,0.085,125.17,0.17318,0.21604,12/26/2012 12:10,12/27/2012 0:55,54.102,12.75,25.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/29/2012 9:00,12/29/2012 18:10,8.382,9.17,56.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/11/2013 15:25,1/11/2013 18:00,3.302,2.58,309.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/14/2013 7:50,1/14/2013 7:55,0.508,0.08,21
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/14/2013 19:20,1/15/2013 2:55,11.176,7.58,11.42
Treatment 2,1/15/2013 22:55,1/16/2013 16:35,1/16/2013 2:30,2.98,1.93,0.114,3.23,17.67,3.58,0.026,469.58,0.05421,0.08381,1/15/2013 18:30,1/16/2013 14:25,35.56,19.92,15.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/16/2013 22:25,1/16/2013 22:30,0.508,0.08,8
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/26/2013 11:15,1/26/2013 12:20,3.048,1.08,48.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/28/2013 11:20,1/28/2013 17:50,6.604,6.5,47
Treatment 2,1/30/2013 15:15,2/3/2013 0:05,1/30/2013 23:20,97.56,87.22,7.929,224,80.83,8.08,0.785,334.58,0.68134,0.76206,1/30/2013 14:50,1/31/2013 3:35,128.016,12.75,45
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/3/2013 9:55,2/3/2013 10:15,1.016,0.33,78.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/8/2013 4:30,2/8/2013 10:05,4.064,5.58,114.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/11/2013 1:35,2/11/2013 5:50,10.16,4.25,53.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/13/2013 17:00,2/13/2013 18:10,2.286,1.17,59.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/14/2013 10:20,2/14/2013 11:05,6.096,0.75,16.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/15/2013 19:05,2/16/2013 1:30,5.588,6.42,32
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/16/2013 9:00,2/16/2013 9:45,1.524,0.75,7.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/19/2013 10:10,2/19/2013 17:15,2.794,7.08,72.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/22/2013 13:45,2/22/2013 13:50,0.508,0.08,68.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/23/2013 8:20,2/23/2013 11:45,1.524,3.42,18.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/26/2013 12:15,2/27/2013 5:20,22.86,17.08,72.5
Treatment 2,3/6/2013 12:20,3/6/2013 22:55,3/6/2013 16:55,0.92,0.46,0.028,0.8,10.58,4.58,0.005,179.83,0.01889,0.03772,3/6/2013 14:05,3/6/2013 22:20,24.384,8.25,176.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/7/2013 8:55,3/7/2013 10:00,2.794,1.08,10.58
Treatment 2,3/12/2013 8:25,3/12/2013 18:35,3/12/2013 11:45,2.76,2.22,0.208,5.87,10.17,3.33,0.05,129.42,0.07339,0.09138,3/12/2013 4:55,3/12/2013 10:50,30.226,5.92,114.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/18/2013 14:25,3/18/2013 20:50,11.938,6.42,147.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/25/2013 12:35,3/25/2013 20:55,15.24,8.33,159.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/31/2013 10:15,3/31/2013 14:35,2.286,4.33,133.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/1/2013 10:30,4/1/2013 10:35,0.508,0.08,19.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/4/2013 23:30,4/5/2013 3:30,1.27,4,84.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/12/2013 5:50,4/12/2013 8:45,16.256,2.92,170.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/17/2013 0:20,4/17/2013 1:45,1.524,1.42,43.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/18/2013 3:20,4/18/2013 4:40,4.572,1.33,25.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/18/2013 11:20,4/18/2013 11:25,0.508,0.08,6.67
Treatment 2,4/19/2013 18:25,4/20/2013 1:30,4/19/2013 19:20,1,0.73,0.091,2.58,7.08,0.92,0.079,177.83,0.01741,0.02379,4/19/2013 17:30,4/19/2013 23:40,41.91,6.17,30.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/28/2013 14:00,4/28/2013 14:30,1.016,0.5,206.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/29/2013 1:05,4/29/2013 15:55,6.35,14.83,10.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/30/2013 0:55,4/30/2013 5:30,1.524,4.58,9
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/6/2013 19:10,5/6/2013 19:15,0.508,0.08,157.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/7/2013 8:40,5/7/2013 22:25,23.114,13.75,13.42
Treatment 2,5/8/2013 17:35,5/8/2013 19:35,5/8/2013 17:50,0.18,0.09,0.027,0.75,2,0.25,0.085,27.83,0.00541,0.01141,5/8/2013 16:10,5/8/2013 17:40,15.748,1.5,17.75
Treatment 2,5/10/2013 21:35,5/11/2013 1:30,5/10/2013 22:30,0.49,0.31,0.052,1.47,3.92,0.92,0.045,49.92,0.01249,0.01964,5/10/2013 19:30,5/11/2013 4:05,25.146,8.58,28.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/19/2013 8:25,5/19/2013 8:30,0.508,0.08,196.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/22/2013 19:05,5/22/2013 21:45,26.924,2.67,82.58
Treatment 2,6/3/2013 2:00,6/3/2013 7:25,6/3/2013 2:25,1.09,0.91,0.248,7,5.42,0.42,0.472,268.42,0.01794,0.02149,6/2/2013 16:05,6/3/2013 2:25,50.8,10.33,131.58
Treatment 2,6/6/2013 21:35,6/7/2013 21:25,6/6/2013 23:00,8.05,6.65,0.786,22.2,23.83,1.42,0.443,86.08,0.1082,0.13089,6/6/2013 13:05,6/7/2013 16:45,61.468,27.67,82.67
Treatment 2,6/10/2013 0:45,6/11/2013 9:50,6/10/2013 1:50,75.7,68.81,10.017,283,33.08,1.08,7.42,51.25,0.50634,0.5571,6/9/2013 18:15,6/10/2013 23:10,135.89,28.92,49.5
Treatment 2,6/13/2013 14:40,6/14/2013 6:40,6/13/2013 15:35,9.18,7.06,1.356,38.3,16,0.92,1.179,52.75,0.3562,0.46336,6/13/2013 2:50,6/13/2013 15:15,19.812,12.42,51.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2013 10:25,6/18/2013 16:50,9.144,6.42,108.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2013 23:30,6/19/2013 2:30,0.762,3,6.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/23/2013 8:45,6/23/2013 9:30,1.27,0.75,102.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/24/2013 15:10,6/24/2013 16:20,6.604,1.17,29.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/25/2013 21:35,6/26/2013 0:40,6.858,3.08,29.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/28/2013 12:25,6/28/2013 14:25,3.048,2,59.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2013 19:35,6/30/2013 21:30,1.524,1.92,53.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/1/2013 11:10,7/1/2013 11:50,0.762,0.67,13.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/2/2013 17:30,7/2/2013 18:20,0.508,0.83,29.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/3/2013 4:40,7/3/2013 15:45,10.668,11.08,10.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/7/2013 16:50,7/7/2013 20:35,5.08,3.75,97.08
Treatment 2,7/12/2013 4:25,7/12/2013 8:50,7/12/2013 4:55,0.41,0.2,0.032,0.91,4.42,0.5,0.052,418.5,0.00801,0.01667,7/12/2013 0:05,7/12/2013 13:00,24.638,12.92,99.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/13/2013 0:25,7/13/2013 3:45,0.762,3.33,11.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/27/2013 13:05,7/28/2013 6:20,16.51,17.25,104.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/28/2013 22:30,7/28/2013 22:50,1.016,0.33,16.17
