Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/25/2012 9:10,12/25/2012 10:35,11.176,1.42,19.5
Forested Control,12/26/2012 13:30,12/28/2012 8:20, 2012-12-26 19:00:00,13.94,9.29,0.492,59.1,42.83,5.5,0.304,105.67,0.17166,0.25771,12/26/2012 12:10,12/27/2012 0:55,54.102,12.75,25.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/29/2012 9:00,12/29/2012 18:10,8.382,9.17,56.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/11/2013 15:25,1/11/2013 18:00,3.302,2.58,309.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/14/2013 7:50,1/14/2013 7:55,0.508,0.08,21
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/14/2013 19:20,1/15/2013 2:55,11.176,7.58,11.42
Forested Control,1/16/2013 0:20,1/17/2013 16:20, 2013-01-16 03:20:00,6.74,3.54,0.194,23.3,40,3,0.22,447.92,0.09824,0.18694,1/15/2013 18:30,1/16/2013 22:30,36.068,20,15.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/24/2013 10:30,1/24/2013 10:35,0.508,0.08,180
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/26/2013 11:15,1/26/2013 12:20,3.048,1.08,48.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/28/2013 11:20,1/28/2013 17:50,6.604,6.5,47
Forested Control,1/30/2013 14:55,2/3/2013 1:35, 2013-01-31 00:35:00,65.51,48.65,2.499,300,82.67,9.67,0.878,310.5,0.38001,0.51172,1/30/2013 14:50,1/31/2013 3:35,128.016,12.75,45
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/3/2013 9:55,2/3/2013 10:15,1.016,0.33,78.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/8/2013 4:30,2/8/2013 10:05,4.064,5.58,114.25
Forested Control,2/11/2013 6:40,2/11/2013 21:20, 2013-02-11 08:30:00,0.72,0.16,0.014,1.65,14.67,1.83,0.026,170.58,0.01542,0.07094,2/11/2013 1:35,2/11/2013 5:50,10.16,4.25,53.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/13/2013 17:00,2/13/2013 18:10,2.286,1.17,59.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/14/2013 10:20,2/14/2013 11:05,6.096,0.75,16.17
Forested Control,2/16/2013 0:00,2/16/2013 12:15, 2013-02-16 00:55:00,0.65,0.15,0.015,1.77,12.25,0.92,0.054,98.58,0.02051,0.09143,2/15/2013 19:05,2/16/2013 9:45,7.112,7.17,32
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/19/2013 10:10,2/19/2013 17:15,2.794,7.08,72.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/22/2013 13:45,2/22/2013 13:50,0.508,0.08,68.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/23/2013 8:20,2/23/2013 11:45,1.524,3.42,18.5
Forested Control,2/26/2013 19:35,2/28/2013 2:55, 2013-02-26 23:40:00,3.29,1.53,0.056,6.73,31.33,4.08,0.047,247.25,0.06701,0.14392,2/26/2013 12:15,2/27/2013 5:20,22.86,17.08,72.5
Forested Control,3/6/2013 10:50,3/8/2013 20:40, 2013-03-07 16:35:00,6.42,2.56,0.069,8.24,57.83,29.75,0.008,151.83,0.09428,0.23631,3/6/2013 14:05,3/7/2013 10:00,27.178,9.33,176.75
Forested Control,3/12/2013 6:45,3/16/2013 21:15, 2013-03-12 10:10:00,26.48,12.06,0.899,108,110.5,3.42,0.894,82,0.39916,0.87618,3/12/2013 4:55,3/12/2013 10:50,30.226,5.92,114.92
Forested Control,3/18/2013 17:00,3/19/2013 20:40, 2013-03-18 20:30:00,2.91,0.61,0.035,4.17,27.67,3.5,0.034,43.67,0.05147,0.24338,3/18/2013 14:25,3/18/2013 20:50,11.938,6.42,147.58
Forested Control,3/25/2013 13:45,3/26/2013 5:20, 2013-03-25 18:15:00,1.24,0.22,0.023,2.71,15.58,4.5,0.017,137,0.01474,0.0811,3/25/2013 12:35,3/25/2013 20:55,15.24,8.33,159.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/31/2013 10:15,3/31/2013 14:35,2.286,4.33,133.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/1/2013 10:30,4/1/2013 10:35,0.508,0.08,19.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/4/2013 23:30,4/5/2013 3:30,1.27,4,84.92
Forested Control,4/12/2013 6:30,4/13/2013 3:00, 2013-04-12 09:55:00,1.65,0.53,0.031,3.76,20.5,3.42,0.031,378.5,0.03281,0.1018,4/12/2013 5:50,4/12/2013 8:45,16.256,2.92,170.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/17/2013 0:20,4/17/2013 1:45,1.524,1.42,43.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/18/2013 3:20,4/18/2013 4:40,4.572,1.33,25.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/18/2013 11:20,4/18/2013 11:25,0.508,0.08,6.67
Forested Control,4/19/2013 17:55,4/21/2013 7:10, 2013-04-19 20:20:00,8.88,5.27,0.251,30.1,37.25,2.42,0.352,158.83,0.12569,0.21188,4/19/2013 17:30,4/19/2013 23:40,41.91,6.17,30.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/28/2013 14:00,4/28/2013 14:30,1.016,0.5,206.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/29/2013 1:05,4/29/2013 15:55,6.35,14.83,10.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/30/2013 0:55,4/30/2013 5:30,1.524,4.58,9
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/6/2013 19:10,5/6/2013 19:15,0.508,0.08,157.67
Forested Control,5/7/2013 11:10,5/9/2013 19:55, 2013-05-08 01:05:00,6.17,2.59,0.066,7.93,56.75,13.92,0.016,360.25,0.06666,0.15874,5/7/2013 8:40,5/8/2013 17:40,38.862,15.25,13.42
Forested Control,5/10/2013 19:50,5/12/2013 17:50, 2013-05-10 23:50:00,7.18,3.22,0.156,18.7,46,4,0.132,11,0.12814,0.28565,5/10/2013 19:30,5/11/2013 4:05,25.146,8.58,28.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/19/2013 8:25,5/19/2013 8:30,0.508,0.08,196.33
Forested Control,5/22/2013 19:35,5/23/2013 5:45, 2013-05-22 21:15:00,0.52,0.21,0.018,2.13,10.17,1.67,0.036,241.67,0.0079,0.01919,5/22/2013 19:05,5/22/2013 21:45,26.924,2.67,82.58
Forested Control,5/23/2013 17:55,5/25/2013 11:15, 2013-05-23 19:15:00,6.48,3.34,0.276,33.1,41.33,1.33,0.705,12.08,0.04475,0.08678,5/23/2013 17:05,5/24/2013 8:15,74.676,8.58,19.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/28/2013 3:45,5/28/2013 4:30,6.096,0.75,91.5
Forested Control,6/3/2013 1:35,6/3/2013 13:10, 2013-06-03 05:10:00,0.64,0.21,0.019,2.27,11.58,3.58,0.018,206.25,0.00418,0.01256,6/2/2013 16:05,6/3/2013 2:25,50.8,10.33,131.58
Forested Control,6/6/2013 17:30,6/8/2013 17:05, 2013-06-07 00:10:00,5.18,2.47,0.101,12.1,47.58,6.67,0.051,76.25,0.04018,0.08433,6/6/2013 13:05,6/7/2013 16:45,61.468,27.67,82.67
Forested Control,6/10/2013 0:25,6/12/2013 15:40, 2013-06-10 19:25:00,36.66,25.4,1.841,221,63.25,19,0.329,31.25,0.18693,0.26979,6/9/2013 18:15,6/10/2013 23:10,135.89,28.92,49.5
Forested Control,6/13/2013 16:05,6/14/2013 13:15, 2013-06-13 16:40:00,1.94,0.52,0.054,6.43,21.17,0.58,0.314,24.33,0.0261,0.09792,6/13/2013 2:50,6/13/2013 15:15,19.812,12.42,51.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2013 10:25,6/18/2013 16:50,9.144,6.42,108.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2013 23:30,6/19/2013 2:30,0.762,3,6.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/23/2013 8:45,6/23/2013 9:30,1.27,0.75,102.25
Forested Control,6/24/2013 15:20,6/25/2013 11:15, 2013-06-24 15:40:00,1.37,0.61,0.074,8.87,19.92,0.33,0.761,242,0.09246,0.2081,6/24/2013 15:10,6/24/2013 16:20,6.604,1.17,29.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/25/2013 21:35,6/26/2013 0:40,6.858,3.08,29.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/28/2013 12:25,6/28/2013 14:25,3.048,2,59.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2013 19:35,6/30/2013 21:30,1.524,1.92,53.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/1/2013 11:10,7/1/2013 11:50,0.762,0.67,13.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/2/2013 17:30,7/2/2013 18:20,0.508,0.83,29.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/3/2013 4:40,7/3/2013 15:45,10.668,11.08,10.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/7/2013 16:50,7/7/2013 20:35,5.08,3.75,97.08
Forested Control,7/12/2013 3:10,7/12/2013 12:55, 2013-07-12 07:10:00,0.37,0.1,0.011,1.35,9.75,4,0.01,362.17,0.00403,0.01509,7/12/2013 0:05,7/12/2013 13:00,24.638,12.92,99.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/13/2013 0:25,7/13/2013 3:45,0.762,3.33,11.42
Forested Control,7/20/2013 20:30,7/21/2013 4:15, 2013-07-20 22:25:00,0.6,0.39,0.066,7.93,7.75,1.92,0.117,199.5,0.00709,0.01091,7/20/2013 19:25,7/21/2013 1:35,55.372,6.17,183.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/21/2013 15:50,7/21/2013 16:25,0.508,0.58,14.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/27/2013 13:05,7/28/2013 6:20,16.51,17.25,104.58
Forested Control,7/28/2013 22:15,7/29/2013 4:25, 2013-07-28 22:45:00,0.23,0.08,0.015,1.77,6.17,0.5,0.1,31.67,0.08296,0.22841,7/28/2013 22:30,7/28/2013 22:50,1.016,0.33,16.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/31/2013 20:15,8/1/2013 4:05,4.572,7.83,69.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/1/2013 20:40,8/1/2013 20:45,0.762,0.08,16.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/3/2013 10:50,8/3/2013 20:05,8.636,9.25,31.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/6/2013 3:30,8/6/2013 8:35,17.272,5.08,55.42
Forested Control,8/7/2013 22:40,8/8/2013 6:40, 2013-08-07 22:45:00,0.28,0.08,0.01,1.26,8,0.08,0.446,34,0.01393,0.05046,8/7/2013 20:40,8/7/2013 23:40,5.588,3,36.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/9/2013 14:30,8/9/2013 14:35,1.016,0.08,17.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/13/2013 0:35,8/13/2013 8:10,8.382,7.58,82
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/13/2013 17:55,8/13/2013 19:40,3.81,1.75,9.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/18/2013 4:10,8/18/2013 6:15,0.508,2.08,104.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/21/2013 12:45,8/21/2013 12:50,9.398,0.08,78.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/23/2013 9:45,8/23/2013 16:00,4.064,6.25,44.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/28/2013 5:50,8/28/2013 13:20,4.318,7.5,109.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/1/2013 18:25,9/1/2013 18:40,8.128,0.25,101.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/12/2013 14:05,9/12/2013 23:05,18.034,9,259.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/16/2013 7:25,9/16/2013 8:20,2.794,0.92,80.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/21/2013 14:45,9/21/2013 21:30,24.892,6.75,126.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/4/2013 9:05,10/4/2013 9:25,4.318,0.33,289.92
Forested Control,10/7/2013 9:15,10/7/2013 18:00, 2013-10-07 11:30:00,0.63,0.51,0.042,5.09,8.75,2.25,0.064,1442.5,0.00853,0.01057,10/7/2013 8:55,10/7/2013 13:30,59.436,4.58,71.5
Forested Control,10/10/2013 10:00,10/12/2013 16:40, 2013-10-11 15:00:00,17.43,13.97,0.833,100,54.67,29,0.098,63.92,0.11179,0.13945,10/9/2013 18:15,10/12/2013 14:55,124.968,50.92,52.75
Forested Control,10/13/2013 11:05,10/14/2013 4:20, 2013-10-13 12:45:00,0.73,0.17,0.015,1.77,17.25,1.67,0.03,18.33,0.01351,0.05853,10/12/2013 21:05,10/13/2013 12:25,12.446,15.33,6.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/15/2013 22:05,11/16/2013 1:30,3.81,3.42,801.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/16/2013 18:50,11/16/2013 22:40,1.016,3.83,17.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/17/2013 19:20,11/18/2013 4:35,8.128,9.25,20.67
Forested Control,11/26/2013 17:45,11/28/2013 7:30, 2013-11-27 00:35:00,6.69,4.55,0.238,28.6,37.75,6.83,0.119,1045.33,0.06752,0.09934,11/26/2013 7:55,11/27/2013 15:35,67.31,25,195.33
Forested Control,12/6/2013 16:35,12/8/2013 3:10, 2013-12-06 23:55:00,5.77,3.64,0.189,22.7,34.58,7.33,0.088,201,0.09066,0.14372,12/5/2013 23:15,12/7/2013 1:35,40.132,26.33,199.67
Forested Control,12/9/2013 5:45,12/10/2013 20:20, 2013-12-09 17:10:00,3.24,0.75,0.031,3.76,38.58,11.42,0.009,26.5,0.07967,0.34515,12/9/2013 6:25,12/10/2013 14:10,9.398,17.75,52.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/11/2013 8:10,12/11/2013 11:50,3.048,3.67,18
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/13/2013 9:00,12/13/2013 14:30,6.35,5.5,45.17
Forested Control,12/14/2013 22:00,12/16/2013 11:55, 2013-12-15 02:15:00,2.63,0.56,0.021,2.55,37.92,4.25,0.017,60.08,0.0266,0.12482,12/14/2013 9:10,12/15/2013 10:50,21.082,16.17,18.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/22/2013 6:00,12/22/2013 9:35,10.414,3.58,163.17
Forested Control,12/22/2013 11:50,12/25/2013 8:15, 2013-12-23 10:35:00,12.34,6.13,0.282,33.9,68.42,22.75,0.042,25.08,0.22329,0.44973,12/22/2013 15:40,12/23/2013 11:55,27.432,11.25,6.08
Forested Control,12/29/2013 9:50,12/30/2013 19:45, 2013-12-29 13:00:00,10.56,7.2,0.659,79.1,33.92,3.17,0.707,48.75,0.19164,0.2809,12/29/2013 3:35,12/29/2013 13:30,37.592,9.92,135.67
Forested Control,1/6/2014 1:50,1/6/2014 23:55, 2014-01-06 08:35:00,3.1,1.76,0.079,9.53,22.08,6.75,0.04,64,0.08259,0.14522,1/5/2014 9:10,1/6/2014 5:40,21.336,20.5,163.67
Forested Control,1/10/2014 19:55,1/15/2014 11:05, 2014-01-11 14:45:00,23.95,11.25,0.603,72.4,111.17,18.83,0.109,91.92,0.17569,0.37424,1/10/2014 5:40,1/15/2014 2:40,64.008,54.5,96
Forested Control,2/3/2014 3:55,2/8/2014 8:40, 2014-02-03 09:35:00,27.37,12.1,0.371,44.5,124.75,5.67,0.222,288.75,0.19773,0.44713,2/2/2014 23:55,2/5/2014 13:20,61.214,16.25,87.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/18/2014 8:55,2/18/2014 9:30,3.556,0.58,69.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/19/2014 7:35,2/19/2014 8:35,4.318,1,22.08
Forested Control,2/19/2014 11:30,2/27/2014 0:05, 2014-02-21 14:10:00,29.07,7.83,0.184,22.1,180.58,50.67,0.012,197.25,1.10119,4.08679,2/21/2014 10:05,2/26/2014 9:50,7.112,1.67,49.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/2/2014 13:50,3/2/2014 23:55,12.7,10.08,100
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/5/2014 8:55,3/5/2014 12:50,7.62,3.92,19
Forested Control,3/12/2014 17:00,3/13/2014 12:35, 2014-03-12 20:05:00,2.23,0.57,0.042,5.09,19.58,3.08,0.047,65.58,0.07417,0.29324,3/12/2014 16:00,3/12/2014 16:40,7.62,0.67,171.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/17/2014 14:25,3/17/2014 16:25,3.556,2,117.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/18/2014 8:10,3/18/2014 9:40,3.81,1.5,15.75
Forested Control,3/18/2014 17:45,3/20/2014 19:40, 2014-03-19 16:20:00,4.76,0.76,0.033,3.96,49.92,22.58,0.005,53.83,0.20011,1.24858,3/19/2014 8:45,3/19/2014 19:35,3.81,10.83,23.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/21/2014 11:45,3/21/2014 12:55,1.016,1.17,33.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/25/2014 9:20,3/25/2014 17:10,3.556,7.83,92.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/26/2014 10:25,3/26/2014 14:20,1.27,3.92,17.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/27/2014 8:40,3/27/2014 9:25,2.54,0.75,18.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/28/2014 5:00,3/28/2014 11:05,6.35,6.08,19.58
Forested Control,3/29/2014 12:55,4/6/2014 6:55, 2014-03-30 20:15:00,48.85,18.83,0.514,61.7,186,31.33,0.056,124,0.22736,0.5899,3/29/2014 7:50,4/3/2014 0:55,82.804,35.67,20.75
Forested Control,4/7/2014 11:50,4/9/2014 16:05, 2014-04-07 17:25:00,5.35,0.47,0.031,3.76,52.25,5.58,0.019,28.83,0.03103,0.35097,4/7/2014 5:15,4/8/2014 0:00,15.24,18.75,100.33
Forested Control,4/15/2014 6:00,4/19/2014 8:20, 2014-04-15 10:20:00,12.43,2.54,0.077,9.2,98.33,4.33,0.06,133.83,0.06796,0.3328,4/15/2014 2:30,4/15/2014 18:45,37.338,16.25,170.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/22/2014 11:05,4/22/2014 12:20,0.762,1.25,160.33
Forested Control,4/22/2014 19:05,4/23/2014 1:10, 2014-04-22 19:15:00,0.61,0.1,0.03,3.57,6.08,0.17,0.595,82.67,0.20167,1.20122,4/22/2014 18:50,4/22/2014 18:55,0.508,0.08,6.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/25/2014 14:10,4/25/2014 20:50,10.414,6.67,67.25
Forested Control,4/29/2014 11:05,5/9/2014 18:20, 2014-04-30 20:00:00,98.05,43.53,1.982,238,247.25,32.92,0.205,75.17,0.28324,0.63804,4/28/2014 15:45,5/7/2014 11:30,153.67,58.33,66.92
Forested Control,5/10/2014 11:50,5/11/2014 13:55, 2014-05-10 22:20:00,2.63,0.3,0.03,3.57,26.08,10.5,0.01,17.42,0.01939,0.16995,5/10/2014 10:40,5/11/2014 0:55,15.494,14.25,71.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/13/2014 17:55,5/13/2014 19:20,29.718,1.42,13.58
Forested Control,5/15/2014 16:40,5/24/2014 11:15, 2014-05-16 05:45:00,67.01,35.72,2.29,275,210.58,13.08,0.595,52,0.22571,0.42343,5/15/2014 15:10,5/22/2014 3:40,158.242,22.08,16.5
Forested Control,5/27/2014 17:35,5/28/2014 3:40, 2014-05-27 19:30:00,1.04,0.31,0.042,5.09,10.08,1.92,0.075,78.25,0.00847,0.02853,5/27/2014 16:05,5/27/2014 20:55,36.576,4.83,132.42
Forested Control,5/29/2014 13:40,5/30/2014 14:30, 2014-05-29 16:55:00,3,0.85,0.061,7.35,24.83,3.25,0.064,24.17,0.03575,0.12577,5/28/2014 21:30,5/30/2014 1:45,23.876,28.25,24.58
Forested Control,6/4/2014 20:40,6/5/2014 13:20, 2014-06-04 22:30:00,1.26,0.25,0.023,2.71,16.67,1.83,0.042,103,0.01649,0.08419,6/4/2014 18:35,6/5/2014 3:20,14.986,8.75,136.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/8/2014 19:50,6/8/2014 23:35,7.62,3.75,88.5
Forested Control,6/10/2014 0:35,6/10/2014 15:40, 2014-06-10 01:55:00,1.89,0.87,0.079,9.53,15.08,1.33,0.203,107.17,0.04303,0.09285,6/9/2014 23:35,6/10/2014 0:05,20.32,0.5,24
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/11/2014 2:40,6/11/2014 3:30,8.382,0.83,16
Forested Control,6/11/2014 20:25,6/12/2014 9:00, 2014-06-11 22:25:00,1.5,0.6,0.056,6.73,12.58,2,0.095,7.25,0.03124,0.07751,6/11/2014 17:30,6/11/2014 22:50,19.304,5.33,14
Forested Control,6/12/2014 15:35,6/14/2014 13:15, 2014-06-12 17:45:00,4.59,0.98,0.074,8.87,45.67,2.17,0.116,6.5,0.06746,0.31695,6/12/2014 13:10,6/13/2014 18:40,14.478,11.25,6.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/16/2014 17:50,6/16/2014 18:00,3.556,0.17,71.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/18/2014 21:20,6/18/2014 21:55,5.334,0.58,51.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/19/2014 14:20,6/19/2014 14:45,1.27,0.42,16.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/21/2014 10:45,6/21/2014 12:00,3.81,1.25,34.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/2/2014 22:00,7/2/2014 23:15,2.286,1.25,170
Forested Control,7/3/2014 14:25,7/4/2014 2:15, 2014-07-03 15:30:00,1.03,0.63,0.085,10.2,11.83,1.08,0.267,457.08,0.03299,0.05403,7/3/2014 14:00,7/4/2014 6:00,19.05,16,14.75
Forested Control,7/8/2014 17:50,7/9/2014 1:35, 2014-07-08 19:50:00,0.3,0.11,0.013,1.55,7.75,2,0.022,101.08,0.02101,0.05857,7/8/2014 18:00,7/8/2014 18:30,5.08,0.5,108
Forested Control,7/10/2014 18:35,7/11/2014 2:35, 2014-07-10 20:20:00,0.35,0.15,0.016,1.88,8,1.75,0.03,40.92,0.029,0.06645,7/10/2014 18:45,7/10/2014 20:45,5.334,2,27.25
Forested Control,7/13/2014 20:15,7/14/2014 7:35, 2014-07-13 23:45:00,0.6,0.29,0.023,2.71,11.33,3.5,0.022,65.58,0.01128,0.0232,7/13/2014 20:15,7/13/2014 23:45,25.654,3.5,27.75
Forested Control,7/14/2014 15:45,7/15/2014 8:25, 2014-07-14 16:30:00,2.69,1.93,0.421,50.6,16.67,0.75,1.91,8.08,0.14585,0.20395,7/14/2014 15:00,7/15/2014 3:15,13.208,12.25,15.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/24/2014 2:45,7/24/2014 3:45,2.032,1,8
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/27/2014 3:30,7/27/2014 4:45,0.508,1.25,71.75
Forested Control,8/3/2014 20:05,8/4/2014 5:35, 2014-08-03 21:40:00,0.45,0.23,0.028,3.38,9.5,1.58,0.061,443.75,0.0108,0.02103,8/3/2014 20:15,8/3/2014 20:45,21.336,0.5,41
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/5/2014 22:15,8/5/2014 22:45,2.286,0.5,49.5
Forested Control,8/12/2014 8:30,8/13/2014 2:20, 2014-08-12 11:55:00,1.51,0.92,0.094,11.3,17.83,3.42,0.094,194.83,0.02913,0.04805,8/11/2014 16:45,8/12/2014 13:30,31.496,20.75,138
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/20/2014 15:00,8/20/2014 16:00,15.24,1,184
Forested Control,8/21/2014 17:35,8/22/2014 2:35, 2014-08-21 19:10:00,0.41,0.18,0.025,3.03,9,1.58,0.054,207.17,0.01399,0.03111,8/21/2014 16:45,8/21/2014 17:45,13.208,1,24.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/22/2014 16:30,8/22/2014 16:45,0.508,0.25,22.75
Forested Control,8/23/2014 7:25,8/24/2014 2:50, 2014-08-23 14:50:00,1.45,0.81,0.069,8.24,19.42,7.42,0.031,28.75,0.04372,0.07821,8/23/2014 7:15,8/23/2014 15:15,18.542,8,14.5
Forested Control,8/31/2014 15:45,9/1/2014 7:05, 2014-08-31 23:30:00,0.55,0.19,0.015,1.77,15.33,7.75,0.006,180.83,0.00739,0.02195,8/31/2014 16:00,8/31/2014 22:30,25.146,6.5,186.5
Forested Control,9/2/2014 18:05,9/3/2014 3:10, 2014-09-02 20:25:00,0.37,0.15,0.013,1.55,9.08,2.33,0.019,34.92,0.00621,0.01592,9/2/2014 15:15,9/2/2014 19:30,23.368,4.25,40.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/6/2014 18:15,9/6/2014 19:30,0.508,1.25,94.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/13/2014 4:45,9/13/2014 12:45,1.778,8,153.25
Forested Control,9/25/2014 3:35,9/25/2014 15:05, 2014-09-25 06:50:00,0.53,0.28,0.02,2.41,11.5,3.25,0.021,528.33,0.01145,0.02134,9/24/2014 18:45,9/25/2014 8:15,24.638,13.5,270
